Index,NGA,PolID,Time,PolPop,PolTerr,CapPop,levels,government,infrastr,writing,texts,money
Kachi Plain (-1400),Kachi Plain,PkPostU,-1400,2.6996324410000003,2.730452451,2.937327556,1.6588371659999999,0.333333333,0.21,0.15,0.0,2.7
Sogdiana (-1400),Sogdiana,UzKok01,-1400,3.0799416560000004,3.213730365,2.83935582,1.109409094,0.1,0.08,0.0,0.0,0.9
Deccan (-1400),Deccan,InDecNL,-1400,2.731671917,2.649571367,3.150523563,0.666666667,0.1,0.175,0.1,0.1,0.9
Susiana (-1400),Susiana,IrMElm2,-1400,5.97609386,5.499738163,4.404211363,3.91500714,0.9,0.9,0.98,0.966666667,1.0
Paris Basin (-1400),Paris Basin,FrAtlBA,-1400,3.225393775,1.727732155,3.277761673,1.457000789,0.1,0.35,0.1,0.1,1.8
Valley of Oaxaca (-1400),Valley of Oaxaca,MxTieLa,-1400,1.985733867,2.146534405,2.287969098,1.0,0.1,0.109090909,0.0,0.0,0.0
Orkhon Valley (-1400),Orkhon Valley,MnXngnE,-1400,4.552769256,5.59189343,4.007284856,2.587429106,0.1,0.075,0.2,0.1,1.0
Sogdiana (-1300),Sogdiana,UzKok01,-1300,3.0799416560000004,3.213730365,2.83935582,1.109409094,0.1,0.08,0.0,0.0,0.9
Deccan (-1300),Deccan,InDecNL,-1300,2.731671917,2.649571367,3.150523563,0.666666667,0.1,0.175,0.1,0.1,0.9
Valley of Oaxaca (-1300),Valley of Oaxaca,MxTieLa,-1300,1.985733867,2.146534405,2.287969098,1.0,0.1,0.109090909,0.0,0.0,0.0
Latium (-1300),Latium,ItLatBA,-1300,2.425008025,2.804132386,1.2229218309999998,1.079413787,0.009090909,0.027272727000000004,0.21666666699999998,0.0875,0.9
Middle Yellow River Valley (-1300),Middle Yellow River Valley,CnErlig,-1300,6.371715316,5.564220259,5.964289906,3.6275825310000003,0.3875,0.685714286,0.7,0.9,1.8
Upper Egypt (-1300),Upper Egypt,EgNKThu,-1300,6.5250448070000004,6.0,4.9030899869999995,5.789788842999999,0.790909091,0.75,0.833333333,0.9875,2.7
Konya Plain (-1300),Konya Plain,TrHatNK,-1300,6.1458723179999994,5.496928773,4.184149555,4.451099555,0.9,0.727272727,0.7142857140000001,0.833333333,3.0
Paris Basin (-1300),Paris Basin,FrAtlBA,-1300,3.225393775,1.727732155,3.277761673,1.457000789,0.1,0.35,0.1,0.1,1.8
Susiana (-1300),Susiana,IrMElm2,-1300,5.668988755,5.499738163,3.728672665,3.91500714,0.9,0.9,0.98,0.966666667,1.0
Orkhon Valley (-1300),Orkhon Valley,MnXngnE,-1300,4.552769256,5.59189343,4.007284856,2.587429106,0.1,0.075,0.2,0.1,1.0
Kachi Plain (-1300),Kachi Plain,PkProto,-1300,5.036015226,2.161400902,3.821583148,1.198157033,0.44,0.76,0.0,0.0,0.9
Sogdiana (-1200),Sogdiana,UzKok01,-1200,3.0799416560000004,3.213730365,2.83935582,1.109409094,0.1,0.08,0.0,0.0,0.9
Konya Plain (-1200),Konya Plain,TrHatNK,-1200,6.1458723179999994,5.554301882000001,4.184149555,4.451099555,0.9,0.727272727,0.7142857140000001,0.833333333,3.0
Upper Egypt (-1200),Upper Egypt,EgNKRam,-1200,6.518352671000001,5.872738827,5.456056499,5.505585545,0.790909091,0.7666666670000001,0.857142857,0.875,3.0
Susiana (-1200),Susiana,IrMElm3,-1200,6.161493333999999,5.402630552000001,3.9249252739999996,4.899558141,0.95,0.9285714290000001,0.8428571429999999,1.0,3.0
Latium (-1200),Latium,ItLatBA,-1200,2.87959963,1.6720717459999999,2.254235342,1.079413787,0.009090909,0.027272727000000004,0.21666666699999998,0.0875,0.9
Valley of Oaxaca (-1200),Valley of Oaxaca,MxTieLa,-1200,1.985733867,2.146534405,2.287969098,1.0,0.1,0.109090909,0.0,0.0,0.0
Paris Basin (-1200),Paris Basin,FrAtlBA,-1200,3.225393775,1.727732155,3.277761673,1.457000789,0.1,0.35,0.1,0.1,1.8
Orkhon Valley (-1200),Orkhon Valley,MnXngnE,-1200,4.552769256,5.59189343,4.007284856,2.587429106,0.1,0.075,0.2,0.1,1.0
Kachi Plain (-1200),Kachi Plain,PkProto,-1200,5.036015226,2.161400902,3.821583148,1.198157033,0.44,0.76,0.0,0.0,0.9
Deccan (-1200),Deccan,InDecIA,-1200,2.88219596,1.45245181,2.7509747360000003,1.0,0.1,0.38888888899999996,0.233333333,0.1,0.9
Middle Yellow River Valley (-1200),Middle Yellow River Valley,CnShang,-1200,6.6989700039999995,6.0,4.650020018,4.043613377,0.5555555560000001,0.828571429,0.8,0.9,2.7
Latium (-1100),Latium,ItLatBA,-1100,2.87959963,1.6720717459999999,2.254235342,1.079413787,0.009090909,0.027272727000000004,0.21666666699999998,0.0875,0.9
Orkhon Valley (-1100),Orkhon Valley,MnXngnE,-1100,4.552769256,5.59189343,4.007284856,2.587429106,0.1,0.075,0.2,0.1,1.0
Upper Egypt (-1100),Upper Egypt,EgNKRam,-1100,6.518352671000001,5.7535830589999994,5.456056499,5.505585545,0.790909091,0.7666666670000001,0.857142857,0.875,3.0
Kachi Plain (-1100),Kachi Plain,PkProto,-1100,5.036015226,2.161400902,3.821583148,1.198157033,0.44,0.76,0.0,0.0,0.9
Middle Yellow River Valley (-1100),Middle Yellow River Valley,CnWZhou,-1100,6.842433646,5.929418926,4.769397027,5.291640987,0.855555556,0.8444444440000001,0.8,0.95,2.0
Sogdiana (-1100),Sogdiana,UzKok01,-1100,3.0799416560000004,3.213730365,2.83935582,1.109409094,0.1,0.08,0.0,0.0,0.9
Susiana (-1100),Susiana,IrElmCP,-1100,6.161493333999999,5.402630552000001,3.9249252739999996,4.899558141,0.95,0.9285714290000001,0.8428571429999999,1.0,3.0
Paris Basin (-1100),Paris Basin,FrAtlBA,-1100,3.225393775,1.727732155,3.277761673,1.457000789,0.1,0.35,0.1,0.1,1.8
Valley of Oaxaca (-1100),Valley of Oaxaca,MxSanGu,-1100,3.1563726439999997,2.829922638,3.0890842839999997,1.5,0.045454545,0.02,0.0,0.0,0.0
Deccan (-1100),Deccan,InDecIA,-1100,2.88219596,1.45245181,2.7509747360000003,1.0,0.1,0.38888888899999996,0.233333333,0.1,0.9
Konya Plain (-1100),Konya Plain,TrNHitt,-1100,5.169790821,2.644605105,4.122699416000001,3.666666667,0.916666667,0.75,0.95,0.7,2.7
Orkhon Valley (-1000),Orkhon Valley,MnXngnE,-1000,4.552769256,5.59189343,4.007284856,2.587429106,0.1,0.075,0.2,0.1,1.0
Deccan (-1000),Deccan,InDecIA,-1000,2.88219596,1.45245181,2.7509747360000003,1.0,0.1,0.38888888899999996,0.233333333,0.1,0.9
Kachi Plain (-1000),Kachi Plain,PkProto,-1000,5.036015226,2.161400902,3.821583148,1.198157033,0.44,0.76,0.0,0.0,0.9
Valley of Oaxaca (-1000),Valley of Oaxaca,MxSanGu,-1000,3.1563726439999997,2.829922638,3.0890842839999997,1.5,0.045454545,0.02,0.0,0.0,0.0
Susiana (-1000),Susiana,IrElmCP,-1000,6.161493333999999,5.402630552000001,3.9249252739999996,4.899558141,0.95,0.9285714290000001,0.8428571429999999,1.0,3.0
Upper Egypt (-1000),Upper Egypt,EgThebL,-1000,6.705785805,5.323404684,5.079181246,4.712371042,0.816666667,0.708333333,0.816666667,0.925,2.7
Sogdiana (-1000),Sogdiana,UzKok01,-1000,4.978050073,4.664384768,4.090342107,1.109409094,0.1,0.08,0.0,0.0,0.9
Middle Yellow River Valley (-1000),Middle Yellow River Valley,CnWZhou,-1000,6.6989700039999995,5.929418926,5.0,5.291640987,0.855555556,0.8444444440000001,0.8,0.95,2.0
Paris Basin (-1000),Paris Basin,FrHallA,-1000,2.774451809,2.928856407,2.0,1.6666666669999999,0.1,0.27777777800000003,0.1,0.1,0.9
Latium (-1000),Latium,ItLatIA,-1000,3.780003673,2.9127649769999997,2.254235342,1.69583685,0.090909091,0.15,0.233333333,0.0875,1.0
Konya Plain (-1000),Konya Plain,TrNHitt,-1000,5.169790821,2.644605105,4.122699416000001,3.666666667,0.916666667,0.75,0.95,0.7,2.7
Paris Basin (-900),Paris Basin,FrHallB,-900,3.560844419,3.216975169,2.431354906,2.666666667,0.09,0.35,0.233333333,0.1,1.0
Deccan (-900),Deccan,InDecIA,-900,4.065630225,4.132253684,3.43955943,1.467170232,0.1,0.38888888899999996,0.233333333,0.1,0.9
Kachi Plain (-900),Kachi Plain,PkProto,-900,5.036015226,2.161400902,3.821583148,1.198157033,0.44,0.76,0.0,0.0,0.9
Sogdiana (-900),Sogdiana,UzKhw01,-900,5.835983378,3.0541390789999996,2.6857886810000005,2.75833555,0.1,0.933333333,0.15,0.0,0.4
Susiana (-900),Susiana,IrNElm1,-900,5.341332738999999,4.063962329,4.4845475189999995,4.009654321,0.9,0.6,0.76,0.541029624,2.7
Valley of Oaxaca (-900),Valley of Oaxaca,MxSanGu,-900,3.1563726439999997,2.829922638,3.0890842839999997,1.5,0.045454545,0.02,0.0,0.0,0.0
Orkhon Valley (-900),Orkhon Valley,MnXngnE,-900,4.552769256,5.59189343,4.007284856,2.587429106,0.1,0.075,0.2,0.1,1.0
Konya Plain (-900),Konya Plain,TrTabal,-900,5.038191807,3.566163791,4.477832357,3.410722062,0.7,0.9,0.966666667,0.9,1.0
Latium (-900),Latium,ItLatIA,-900,3.780003673,2.9127649769999997,2.254235342,1.69583685,0.090909091,0.15,0.233333333,0.0875,1.0
Middle Yellow River Valley (-900),Middle Yellow River Valley,CnWZhou,-900,7.061861027000001,5.929418926,5.0969100130000005,5.291640987,0.855555556,0.8444444440000001,0.8,0.95,2.0
Upper Egypt (-900),Upper Egypt,EgThebL,-900,6.143561342000001,5.323404684,5.0,4.712371042,0.816666667,0.708333333,0.816666667,0.925,2.7
Middle Yellow River Valley (-800),Middle Yellow River Valley,CnWZhou,-800,7.130333768,5.929418926,5.0969100130000005,5.291640987,0.855555556,0.8444444440000001,0.8,0.95,2.0
Upper Egypt (-800),Upper Egypt,EgThebL,-800,6.143561342000001,5.323404684,5.0,4.712371042,0.816666667,0.708333333,0.816666667,0.925,2.7
Orkhon Valley (-800),Orkhon Valley,MnXngnE,-800,4.552769256,5.59189343,4.007284856,2.587429106,0.1,0.075,0.2,0.1,1.0
Susiana (-800),Susiana,IrNElm1,-800,5.341332738999999,4.063962329,4.4845475189999995,4.009654321,0.9,0.6,0.76,0.541029624,2.7
Konya Plain (-800),Konya Plain,TrPhryg,-800,6.1116193160000005,5.0,4.2637901330000005,3.7312243510000003,0.9,0.7375,0.783333333,0.8,1.0
Sogdiana (-800),Sogdiana,UzKhw01,-800,3.595326169,5.877108674,4.150680221,2.479213226,0.1,0.933333333,0.15,0.0,0.4
Paris Basin (-800),Paris Basin,FrHallB,-800,4.740566418999999,3.216975169,2.891336066,2.666666667,0.09,0.35,0.233333333,0.1,1.0
Kachi Plain (-800),Kachi Plain,PkProto,-800,5.036015226,2.161400902,3.821583148,1.198157033,0.44,0.76,0.0,0.0,0.9
Latium (-800),Latium,ItLatIA,-800,3.38581496,3.633476467,2.38929643,1.69583685,0.090909091,0.15,0.233333333,0.0875,1.0
Deccan (-800),Deccan,InDecIA,-800,4.065630225,4.132253684,3.43955943,1.467170232,0.1,0.38888888899999996,0.233333333,0.1,0.9
Valley of Oaxaca (-800),Valley of Oaxaca,MxSanGu,-800,3.1563726439999997,2.829922638,3.0890842839999997,1.5,0.045454545,0.02,0.0,0.0,0.0
Upper Egypt (-700),Upper Egypt,SdKusht,-700,6.448655726,5.825381283,4.812913357,4.887495834,0.7428571429999999,0.8,0.833333333,0.925,2.7
Middle Yellow River Valley (-700),Middle Yellow River Valley,CnJinSA,-700,6.406466343,5.204119983,4.529346272,4.333333333,0.84,0.84,0.8,0.8125,3.0
Valley of Oaxaca (-700),Valley of Oaxaca,MxRosar,-700,3.204924983,2.722196987,3.0,2.0,0.03,0.027272727000000004,0.5,0.125,0.0
Susiana (-700),Susiana,IrNElm2,-700,6.631010292999999,5.500476105,3.6019995089999997,4.11593416,0.725,0.783333333,0.8428571429999999,0.833429933,2.7
Konya Plain (-700),Konya Plain,TrPhryg,-700,6.1116193160000005,5.0,4.2637901330000005,3.7312243510000003,0.9,0.7375,0.783333333,0.8,1.0
Latium (-700),Latium,ItRomRg,-700,4.468556498,3.0,3.699585852,3.5240901,0.17272727300000001,0.566666667,1.0,0.975,4.0
Paris Basin (-700),Paris Basin,FrHallC,-700,3.678615021,3.4228674110000004,3.6515547089999996,2.934457867,0.1,0.43,0.233333333,0.1,1.0
Sogdiana (-700),Sogdiana,UzKok02,-700,4.049783827,3.36267725,4.150680221,1.71475398,0.4,0.333333333,0.0,0.0,1.0
Orkhon Valley (-700),Orkhon Valley,MnXngnE,-700,4.552769256,5.59189343,4.007284856,2.587429106,0.1,0.075,0.2,0.1,1.0
Kachi Plain (-700),Kachi Plain,PkProto,-700,5.036015226,2.161400902,3.821583148,1.198157033,0.44,0.76,0.0,0.0,0.9
Deccan (-700),Deccan,InDecIA,-700,4.065630225,4.132253684,3.43955943,1.467170232,0.1,0.38888888899999996,0.233333333,0.1,0.9
Orkhon Valley (-600),Orkhon Valley,MnXngnE,-600,4.552769256,5.59189343,4.007284856,2.587429106,0.1,0.075,0.2,0.1,1.0
Deccan (-600),Deccan,InDecIA,-600,4.065630225,4.132253684,3.43955943,1.467170232,0.1,0.38888888899999996,0.233333333,0.1,0.9
Konya Plain (-600),Konya Plain,TrLydia,-600,5.708982946,5.397940009,4.331729493,4.228775426,0.74,0.925,0.78,0.9714285709999999,5.0
Paris Basin (-600),Paris Basin,FrHallD,-600,4.587761078,3.8812646889999995,3.698970004,2.920093366,0.1,0.51,0.233333333,0.1,1.0
Sogdiana (-600),Sogdiana,UzKok02,-600,4.049783827,3.36267725,4.150680221,1.71475398,0.4,0.333333333,0.0,0.0,1.0
Cahokia (-600),Cahokia,USMisEW,-600,1.575337561,2.41821802,1.6383457559999999,1.0,0.0,0.083333333,0.0,0.0,1.0
Kachi Plain (-600),Kachi Plain,PkProto,-600,5.036015226,2.161400902,3.821583148,1.198157033,0.44,0.76,0.0,0.0,0.9
Latium (-600),Latium,ItRomRg,-600,4.468556498,3.0,4.365915004,3.5240901,0.254545455,0.566666667,1.0,0.975,4.0
Middle Yellow River Valley (-600),Middle Yellow River Valley,CnJinSA,-600,6.406466343,5.204119983,4.529346272,4.333333333,0.84,0.84,0.8,0.8125,3.0
Susiana (-600),Susiana,IrNElm3,-600,7.181864442,6.08671003,4.467867502,4.220339258,0.9,0.9,0.8428571429999999,1.0,2.7
Upper Egypt (-600),Upper Egypt,EgSaite,-600,6.3030883410000005,5.52846194,4.935278738,5.273126562,0.663636364,0.977777778,0.833333333,0.9375,3.0
Valley of Oaxaca (-600),Valley of Oaxaca,MxRosar,-600,3.204924983,2.722196987,3.0,2.0,0.03,0.027272727000000004,0.5,0.125,0.0
Kachi Plain (-500),Kachi Plain,IrAchae,-500,7.333008822999999,6.7403626889999995,5.3010299960000005,6.1852761460000005,0.972727273,0.8916666670000001,0.828571429,0.925,5.0
Cahokia (-500),Cahokia,USMisEW,-500,1.575337561,2.41821802,1.6383457559999999,1.0,0.0,0.083333333,0.0,0.0,1.0
Upper Egypt (-500),Upper Egypt,IrAchae,-500,7.333008822999999,6.7403626889999995,5.3010299960000005,6.1852761460000005,0.972727273,0.8916666670000001,0.828571429,0.925,5.0
Valley of Oaxaca (-500),Valley of Oaxaca,MxAlb1E,-500,3.9547093639999997,3.1139433519999997,3.301029996,1.61391153,0.0,0.0,0.5,0.125,0.0
Susiana (-500),Susiana,IrAchae,-500,7.333008822999999,6.7403626889999995,5.3010299960000005,6.1852761460000005,0.972727273,0.8916666670000001,0.828571429,0.925,5.0
Orkhon Valley (-500),Orkhon Valley,MnXngnE,-500,4.552769256,5.59189343,4.007284856,2.587429106,0.1,0.075,0.2,0.1,1.0
Konya Plain (-500),Konya Plain,IrAchae,-500,7.333008822999999,6.7403626889999995,5.3010299960000005,6.1852761460000005,0.972727273,0.8916666670000001,0.828571429,0.925,5.0
Sogdiana (-500),Sogdiana,IrAchae,-500,7.333008822999999,6.7403626889999995,5.3010299960000005,6.1852761460000005,0.972727273,0.8916666670000001,0.828571429,0.925,5.0
Deccan (-500),Deccan,InDecIA,-500,4.3525011639999995,4.034543064,3.857822,2.0,0.1,0.38888888899999996,0.233333333,0.1,0.9
Latium (-500),Latium,ItRomER,-500,5.0,3.0,4.477121255,3.666666667,0.363636364,0.658333333,0.833333333,0.95,5.0
Middle Yellow River Valley (-500),Middle Yellow River Valley,CnJinSA,-500,6.406466343,5.204119983,4.529346272,4.333333333,0.84,0.84,0.8,0.8125,3.0
Paris Basin (-500),Paris Basin,FrHallD,-500,4.587761078,3.8812646889999995,3.698970004,2.920093366,0.1,0.51,0.233333333,0.1,1.0
Middle Yellow River Valley (-400),Middle Yellow River Valley,CnWeiWS,-400,5.572083938,4.954242509,4.569615142,4.489651298,0.8375,0.8222222220000001,0.8,0.74,5.0
Upper Egypt (-400),Upper Egypt,EgIntOc,-400,6.466248847,5.7333649929999995,4.749427493,5.3995679260000005,0.645454545,0.8583333329999999,1.0,0.925,5.0
Konya Plain (-400),Konya Plain,IrAchae,-400,7.452026836,6.5797835970000005,5.3010299960000005,6.1852761460000005,0.972727273,0.8916666670000001,0.828571429,0.925,5.0
Orkhon Valley (-400),Orkhon Valley,MnXngnE,-400,4.917834252,6.027726403,2.43092054,2.587429106,0.1,0.075,0.2,0.1,1.0
Cahokia (-400),Cahokia,USMisEW,-400,1.575337561,2.41821802,1.6383457559999999,1.0,0.0,0.083333333,0.0,0.0,1.0
Latium (-400),Latium,ItRomER,-400,5.176091259,3.0,4.477121255,3.666666667,0.454545455,0.658333333,0.833333333,0.95,5.0
Deccan (-400),Deccan,InDecIA,-400,4.3525011639999995,4.034543064,3.857822,2.0,0.1,0.38888888899999996,0.233333333,0.1,0.9
Kachi Plain (-400),Kachi Plain,IrAchae,-400,7.452026836,6.5797835970000005,5.3010299960000005,6.1852761460000005,0.972727273,0.8916666670000001,0.828571429,0.925,5.0
Sogdiana (-400),Sogdiana,IrAchae,-400,7.452026836,6.5797835970000005,5.3010299960000005,6.1852761460000005,0.972727273,0.8916666670000001,0.828571429,0.925,5.0
Susiana (-400),Susiana,IrAchae,-400,7.452026836,6.5797835970000005,5.3010299960000005,6.1852761460000005,0.972727273,0.8916666670000001,0.828571429,0.925,5.0
Valley of Oaxaca (-400),Valley of Oaxaca,MxAlb1E,-400,3.9547093639999997,3.1139433519999997,3.722633923,1.61391153,0.0,0.0,0.5,0.125,0.0
Paris Basin (-400),Paris Basin,FrTeneA,-400,3.955519352,3.096910013,3.8185525719999998,3.0,0.18,0.59,0.233333333,0.1,1.0
Paris Basin (-300),Paris Basin,FrTeneB,-300,4.862608751000001,3.096910013,1.698970004,3.666666667,0.327272727,0.609090909,0.925,0.1,5.0
Latium (-300),Latium,ItRomER,-300,5.865116467999999,4.44263214,4.752063399,4.666666667,0.454545455,0.658333333,0.833333333,0.95,5.0
Kansai (-300),Kansai,JpYayoi,-300,3.3447399989999997,0.0,3.125394679,2.158343822,0.144444444,0.36666666700000006,0.15,0.0,4.0
Sogdiana (-300),Sogdiana,IrSeleu,-300,7.204119982999999,6.556302501,4.82525317,5.479804078,0.9875,0.9,0.828571429,0.9375,5.0
Orkhon Valley (-300),Orkhon Valley,MnXngnE,-300,4.917834252,6.027726403,2.43092054,2.587429106,0.1,0.075,0.2,0.1,1.0
Susiana (-300),Susiana,IrSeleu,-300,7.204119982999999,6.556302501,4.82525317,5.479804078,0.9875,0.9,0.828571429,0.9375,5.0
Valley of Oaxaca (-300),Valley of Oaxaca,MxAlb1L,-300,4.6989700039999995,3.698970004,3.722633923,3.0,0.64,0.25,0.333333333,0.125,0.0
Upper Egypt (-300),Upper Egypt,EgPtol1,-300,6.84509804,6.0,5.0,7.0,1.0,0.916666667,1.0,0.9625,5.0
Deccan (-300),Deccan,InMaury,-300,7.255272505,6.602059991,5.431363763999999,6.0,0.8,0.966666667,0.816666667,0.9714285709999999,5.0
Middle Yellow River Valley (-300),Middle Yellow River Valley,CnWeiWS,-300,7.208545161,4.954242509,5.52223879,4.489651298,0.8375,0.8222222220000001,0.8,0.74,5.0
Cahokia (-300),Cahokia,USMisEW,-300,1.575337561,2.41821802,1.6383457559999999,1.0,0.0,0.083333333,0.0,0.0,1.0
Konya Plain (-300),Konya Plain,TrLysim,-300,6.402521899,5.62324929,4.751994695,4.135290295,0.725,0.83,0.816666667,0.9125,5.0
Kachi Plain (-300),Kachi Plain,InMaury,-300,7.255272505,6.602059991,5.431363763999999,6.0,0.8,0.966666667,0.816666667,0.9714285709999999,5.0
Niger Inland Delta (-200),Niger Inland Delta,MlJeJe1,-200,2.470339004,0.732024259,2.053111546,1.0,0.090909091,0.166666667,0.166666667,0.0125,0.9
Kansai (-200),Kansai,JpYayoi,-200,3.3447399989999997,0.0,3.125394679,2.158343822,0.144444444,0.36666666700000006,0.15,0.0,4.0
Deccan (-200),Deccan,InDecKg,-200,4.3525011639999995,4.034543064,3.857822,2.0,0.1,0.38888888899999996,0.233333333,0.1,0.9
Kachi Plain (-200),Kachi Plain,InMaury,-200,7.255272505,6.602059991,5.431363763999999,6.0,0.8,0.966666667,0.816666667,0.9714285709999999,5.0
Upper Egypt (-200),Upper Egypt,EgPtol2,-200,6.602059991,5.806179974,5.477121255,6.4956406410000005,1.0,0.916666667,1.0,0.9625,5.0
Valley of Oaxaca (-200),Valley of Oaxaca,MxAlb1L,-200,4.6989700039999995,3.698970004,3.722633923,3.0,0.64,0.25,0.333333333,0.125,0.0
Paris Basin (-200),Paris Basin,FrTeneB,-200,4.862608751000001,3.096910013,3.3304885580000003,3.666666667,0.327272727,0.609090909,0.925,0.1,5.0
Susiana (-200),Susiana,IrSeleu,-200,4.802415616,5.447158031,4.82525317,5.479804078,0.9875,0.9,0.828571429,0.9375,5.0
Middle Yellow River Valley (-200),Middle Yellow River Valley,CnWHan*,-200,7.662317112999999,6.386142109,5.511396145,6.844101716,0.69,0.972727273,0.857142857,0.9714285709999999,5.4
Konya Plain (-200),Konya Plain,IrSeleu,-200,4.802415616,5.447158031,4.82525317,5.479804078,0.9875,0.9,0.828571429,0.9375,5.0
Cahokia (-200),Cahokia,USMisEW,-200,1.575337561,2.41821802,1.6383457559999999,1.0,0.0,0.083333333,0.0,0.0,1.0
Sogdiana (-200),Sogdiana,AfGrBct,-200,7.160388687999999,5.899076537999999,4.430356391,4.0,0.7625,0.8,0.814285714,0.9375,5.0
Orkhon Valley (-200),Orkhon Valley,MnXngnM,-200,6.176091259,6.602059991,3.7042101219999997,4.159387969,0.34,0.075,0.58,0.1,1.0
Latium (-200),Latium,ItRomMR,-200,6.56775085,5.86332286,5.322219295,4.790273818,0.363636364,0.833333333,0.833333333,0.975,5.0
Sogdiana (-100),Sogdiana,AfTochr,-100,7.1314121660000005,4.041423741,5.188966847,2.850328263,0.5,0.644444444,0.94,0.9,5.0
Cahokia (-100),Cahokia,USMisMW,-100,1.6752782940000002,2.731240875,1.6217279830000002,1.156675205,0.0,0.083333333,0.0,0.0,1.0
Paris Basin (-100),Paris Basin,FrTeneC,-100,4.883541279,4.176091259,3.941182552,3.6871216860000002,0.38888888899999996,0.654545455,0.925,0.1,5.0
Orkhon Valley (-100),Orkhon Valley,MnXngnM,-100,6.176091259,6.602059991,3.7042101219999997,4.159387969,0.34,0.075,0.58,0.1,1.0
Susiana (-100),Susiana,IrPart1,-100,6.736396502000001,6.3010299960000005,5.477121255,5.595866645,0.6777777779999999,0.916666667,0.816666667,0.9875,5.0
Deccan (-100),Deccan,InSataL,-100,6.894929782,6.097952672000001,4.924279286,4.4005342469999995,0.581818182,0.7777777779999999,0.975,0.8428571429999999,5.0
Middle Yellow River Valley (-100),Middle Yellow River Valley,CnWHan*,-100,7.662317112999999,6.659631012,5.511396145,6.844101716,0.69,0.972727273,0.857142857,0.9714285709999999,5.4
Konya Plain (-100),Konya Plain,TrCappL,-100,5.518728332,5.113943352,4.100370253,4.0,0.6625,0.68,0.8,0.9,5.0
Kansai (-100),Kansai,JpYayoi,-100,3.3447399989999997,0.0,3.125394679,2.158343822,0.144444444,0.36666666700000006,0.15,0.0,4.0
Latium (-100),Latium,ItRomLR,-100,7.4640398910000005,6.544068043999999,5.602059991,5.724447285,0.46363636399999997,0.833333333,0.833333333,1.0,5.0
Kachi Plain (-100),Kachi Plain,PkIndGr,-100,6.529984206,5.0221230619999995,3.677737151,3.901745428,0.955555556,0.942857143,0.82,0.9,5.0
Valley of Oaxaca (-100),Valley of Oaxaca,MxAlb2*,-100,4.703821144,4.3010299960000005,4.161368002,3.0,0.5,0.25,0.166666667,0.125,0.0
Upper Egypt (-100),Upper Egypt,EgPtol2,-100,6.602059991,5.5717088320000006,5.6989700039999995,6.4956406410000005,1.0,0.916666667,1.0,0.9625,5.0
Niger Inland Delta (-100),Niger Inland Delta,MlJeJe1,-100,2.470339004,0.732024259,2.053111546,1.0,0.090909091,0.166666667,0.166666667,0.0125,0.9
Valley of Oaxaca (0),Valley of Oaxaca,MxAlb2*,0,4.703821144,4.3010299960000005,4.161368002,3.0,0.5,0.25,0.166666667,0.125,0.0
Deccan (0),Deccan,InSataL,0,6.871929224,6.097952672000001,4.924279286,4.4005342469999995,0.581818182,0.7777777779999999,0.975,0.8428571429999999,5.0
Susiana (0),Susiana,IrPart1,0,6.875061262999999,6.477121255,5.602059991,5.595866645,0.6777777779999999,0.916666667,0.816666667,0.9875,5.0
Paris Basin (0),Paris Basin,ItRomPr,0,7.6989700039999995,6.653212514,6.032370081,8.174936886000001,0.645454545,0.9916666670000001,0.833333333,1.0,5.0
Orkhon Valley (0),Orkhon Valley,MnXngnL,0,6.09262654,6.568381854,3.638368198,3.9012959639999996,0.318181818,0.075,0.38,0.1,1.0
Sogdiana (0),Sogdiana,AfTochr,0,4.987384242,4.041423741,3.9658068999999996,2.850328263,0.5,0.644444444,0.94,0.9,5.0
Middle Yellow River Valley (0),Middle Yellow River Valley,CnWHan*,0,7.662317112999999,6.691700207999999,5.511396145,6.844101716,0.69,0.972727273,0.857142857,0.9714285709999999,5.4
Cahokia (0),Cahokia,USMisMW,0,1.6752782940000002,2.731240875,1.6217279830000002,1.156675205,0.0,0.083333333,0.0,0.0,1.0
Konya Plain (0),Konya Plain,ItRomPr,0,7.6989700039999995,6.653212514,6.032370081,8.174936886000001,0.645454545,0.9916666670000001,0.833333333,1.0,5.0
Kansai (0),Kansai,JpYayoi,0,3.3447399989999997,0.0,3.125394679,2.158343822,0.144444444,0.36666666700000006,0.15,0.0,4.0
Kachi Plain (0),Kachi Plain,IrPart1,0,6.875061262999999,6.477121255,5.602059991,5.595866645,0.6777777779999999,0.916666667,0.816666667,0.9875,5.0
Latium (0),Latium,ItRomPr,0,7.6989700039999995,6.653212514,6.032370081,8.174936886000001,0.645454545,0.9916666670000001,0.833333333,1.0,5.0
Upper Egypt (0),Upper Egypt,ItRomPr,0,7.6989700039999995,6.653212514,6.032370081,8.174936886000001,0.645454545,0.9916666670000001,0.833333333,1.0,5.0
Niger Inland Delta (0),Niger Inland Delta,MlJeJe1,0,2.470339004,0.732024259,2.053111546,1.0,0.090909091,0.166666667,0.166666667,0.0125,0.9
Cahokia (100),Cahokia,USMisMW,100,1.6752782940000002,2.731240875,1.6217279830000002,1.156675205,0.0,0.083333333,0.0,0.0,1.0
Kachi Plain (100),Kachi Plain,AfKushn,100,7.003287767000001,6.313878326,5.176091259,4.476041328,0.7777777779999999,0.809090909,0.833333333,1.0,5.0
